root_path,repo_path,root_sha256,repo_sha256,status,disposition,reason
./03_logo/GRU953-lockup-horizontal-tagline.svg,gru953-brand/brand-kit/03_logo/GRU953-lockup-horizontal-tagline.svg,8db965316a69b4d169108382b67ad27ecee2d4313623f35bfafe9875a6126c42,8db965316a69b4d169108382b67ad27ecee2d4313623f35bfafe9875a6126c42,IDENTICAL,,
./03_logo/GRU953-lockup-horizontal.svg,gru953-brand/brand-kit/03_logo/GRU953-lockup-horizontal.svg,ad5ce3f8133247c27d105b0026804cdba9562a0db949186ba9a8f2d8cf8b7a8c,ad5ce3f8133247c27d105b0026804cdba9562a0db949186ba9a8f2d8cf8b7a8c,IDENTICAL,,
./03_logo/GRU953-lockup-stacked-tagline.svg,gru953-brand/brand-kit/03_logo/GRU953-lockup-stacked-tagline.svg,1a90d6b2dd273485853b0d509260f939dc80db9d75bb4fd0c72d81e8d3c17f14,1a90d6b2dd273485853b0d509260f939dc80db9d75bb4fd0c72d81e8d3c17f14,IDENTICAL,,
./03_logo/GRU953-lockup-stacked.svg,gru953-brand/brand-kit/03_logo/GRU953-lockup-stacked.svg,c2707fb4c9348643021eed497fdd1e7038144ef5728e1dffe19a9a958d09539c,c2707fb4c9348643021eed497fdd1e7038144ef5728e1dffe19a9a958d09539c,IDENTICAL,,
./03_logo/GRU953-tagline.svg,gru953-brand/brand-kit/03_logo/GRU953-tagline.svg,36cfccd8a11b598c1b0d57a2b3642009c93a2e8a33dc80485cd7ff8e425c2ffb,36cfccd8a11b598c1b0d57a2b3642009c93a2e8a33dc80485cd7ff8e425c2ffb,IDENTICAL,,
./03_logo/GRU953-wordmark.svg,gru953-brand/brand-kit/03_logo/GRU953-wordmark.svg,89b99ff7380eba0cb418e2ee4b2be2a512738c36c947b91e3a9608751a26a5b3,89b99ff7380eba0cb418e2ee4b2be2a512738c36c947b91e3a9608751a26a5b3,IDENTICAL,,
./03_logo/lockup-manifest.json,gru953-brand/brand-kit/03_logo/lockup-manifest.json,6843a1bf9a6d9b0fa15cc5eae4dc17409fe5317a601e623da20e8c4c8db23e5e,6843a1bf9a6d9b0fa15cc5eae4dc17409fe5317a601e623da20e8c4c8db23e5e,IDENTICAL,,
./03_logo/lockups.py,gru953-brand/brand-kit/03_logo/lockups.py,e38bdb9879d6a5b6b44877a7feacbd5a89cd3c2ab48aff4ff7c30765e70ab713,a7434ad057cb56f23accfe79c9500894855add48e57b58b711ae7fcd67cb70ae,DIFFERS,REPO_WINS,"Repo resolves SANDBOX from __file__; root hardcodes /home/claude/GRU953_Branding/00_sandbox, which does not exist on this Mac."
./03_logo/marks.py,gru953-brand/brand-kit/03_logo/marks.py,e74b2fd7bb7a80fda1949128a4464296b9f9c98faed70e4b99f47a224da63c33,27b83a397edea3f487f6c160b3d85d0876afb10f2734823dd0c8eb6ceafad982,DIFFERS,REPO_WINS,Same fix as lockups.py.
./03_logo/original/GRU953-logo-master.svg,gru953-brand/brand-kit/03_logo/original/GRU953-logo-master.svg,4af1b15dd06e32624c421422cd0fe89f7aa238f901fa5d6a086d6abcb7226eca,4af1b15dd06e32624c421422cd0fe89f7aa238f901fa5d6a086d6abcb7226eca,IDENTICAL,,
./03_logo/original/mark-dark.svg,gru953-brand/brand-kit/03_logo/original/mark-dark.svg,9d083c0fdcb84ab7f74b52be4eb0c411720f62bcc8557838375061df56bc68a5,9d083c0fdcb84ab7f74b52be4eb0c411720f62bcc8557838375061df56bc68a5,IDENTICAL,,
./03_logo/original/mark-light.svg,gru953-brand/brand-kit/03_logo/original/mark-light.svg,d093a1930cd58612c9bf43a2b6d1d51bb91a9f5ca0925998c728494ed0c5ff39,d093a1930cd58612c9bf43a2b6d1d51bb91a9f5ca0925998c728494ed0c5ff39,IDENTICAL,,
./04_colour/CONTRAST.md,gru953-brand/brand-kit/04_colour/CONTRAST.md,7b764d5569e23dd019d55e9db6a69f94bccda7efaedc8c305b385255d06a2f88,7b764d5569e23dd019d55e9db6a69f94bccda7efaedc8c305b385255d06a2f88,IDENTICAL,,
./04_colour/engine.py,gru953-brand/brand-kit/04_colour/engine.py,84a44e153d0e3b5bc15f07405f9fa05a7ca9a71812d8309708be74bf59995754,69d39df61cf22fac907151402617de86b19925ea4bd04a4e46c305eee7aeeea2,DIFFERS,MERGED,Repo's _find_components() walk-up and empty-PAIRINGS guard kept; root's expanded licence.marks_detail block carried in. See merge commit.
./04_colour/explore.py,gru953-brand/brand-kit/04_colour/explore.py,d158d1020a4bc2309eee7c883bacfcfe5939368703db574353967ba373ce361b,d158d1020a4bc2309eee7c883bacfcfe5939368703db574353967ba373ce361b,IDENTICAL,,
./05_type/README.md,gru953-brand/brand-kit/05_type/README.md,51a0b3a0a6b5acdec83c9ba0c23e4c3c107f5aaaf58505aadb086cba9fd79d31,51a0b3a0a6b5acdec83c9ba0c23e4c3c107f5aaaf58505aadb086cba9fd79d31,IDENTICAL,,
./05_type/install-fonts.py,gru953-brand/brand-kit/05_type/install-fonts.py,fcb5e13e6d41bf628a952871211a2e9f5906b95794cc24a90cc57b5a5ec28832,fcb5e13e6d41bf628a952871211a2e9f5906b95794cc24a90cc57b5a5ec28832,IDENTICAL,,
"./05_type/source-fonts/Anek_Bangla/AnekBangla[wdth,wght].ttf","gru953-brand/brand-kit/05_type/source-fonts/Anek_Bangla/AnekBangla[wdth,wght].ttf",8b4ec2eaf7400ea9903718a4addf3135475292e6e0b04db7735d0f999289d919,8b4ec2eaf7400ea9903718a4addf3135475292e6e0b04db7735d0f999289d919,IDENTICAL,,
./05_type/source-fonts/Anek_Bangla/OFL.txt,gru953-brand/brand-kit/05_type/source-fonts/Anek_Bangla/OFL.txt,de62be758bba267e653a5f457dfebb4680957e2c343eb3e7de15aff4746bed05,de62be758bba267e653a5f457dfebb4680957e2c343eb3e7de15aff4746bed05,IDENTICAL,,
./05_type/source-fonts/JetBrains_Mono/JetBrainsMono-Italic[wght].ttf,gru953-brand/brand-kit/05_type/source-fonts/JetBrains_Mono/JetBrainsMono-Italic[wght].ttf,85ae2a5cd3f56baf1ce1c21a851322c58e3d8fbe8e8ad4a4d090a820dd7fe558,85ae2a5cd3f56baf1ce1c21a851322c58e3d8fbe8e8ad4a4d090a820dd7fe558,IDENTICAL,,
./05_type/source-fonts/JetBrains_Mono/JetBrainsMono[wght].ttf,gru953-brand/brand-kit/05_type/source-fonts/JetBrains_Mono/JetBrainsMono[wght].ttf,48715a42ec242c21e9f02692891e147d022299a52e48d5e413e1a942193ffeda,48715a42ec242c21e9f02692891e147d022299a52e48d5e413e1a942193ffeda,IDENTICAL,,
./05_type/source-fonts/JetBrains_Mono/OFL.txt,gru953-brand/brand-kit/05_type/source-fonts/JetBrains_Mono/OFL.txt,b2fe5e8987594e9ffd1d2ca52a2f5d73eb8335243893c5d6254b5ad69269591d,b2fe5e8987594e9ffd1d2ca52a2f5d73eb8335243893c5d6254b5ad69269591d,IDENTICAL,,
"./05_type/source-fonts/Noto_Sans/NotoSans-Italic[wdth,wght].ttf","gru953-brand/brand-kit/05_type/source-fonts/Noto_Sans/NotoSans-Italic[wdth,wght].ttf",58e6e0ebd1931b29a365aa2d3e2ee9a9e831a3af7cf3ad1462d4e72154f0b291,58e6e0ebd1931b29a365aa2d3e2ee9a9e831a3af7cf3ad1462d4e72154f0b291,IDENTICAL,,
"./05_type/source-fonts/Noto_Sans/NotoSans[wdth,wght].ttf","gru953-brand/brand-kit/05_type/source-fonts/Noto_Sans/NotoSans[wdth,wght].ttf",bfb7bb691513f12e734dc346c03a03f784912432d7e3fa8e56efcf906fe86b3d,bfb7bb691513f12e734dc346c03a03f784912432d7e3fa8e56efcf906fe86b3d,IDENTICAL,,
./05_type/source-fonts/Noto_Sans/OFL.txt,gru953-brand/brand-kit/05_type/source-fonts/Noto_Sans/OFL.txt,cee9892f9f0cc8fe882c9e9537ee6a89621d86ee7ceaf70b02e2b2b1c25c061a,cee9892f9f0cc8fe882c9e9537ee6a89621d86ee7ceaf70b02e2b2b1c25c061a,IDENTICAL,,
"./05_type/source-fonts/Noto_Sans_Bengali/NotoSansBengali[wdth,wght].ttf","gru953-brand/brand-kit/05_type/source-fonts/Noto_Sans_Bengali/NotoSansBengali[wdth,wght].ttf",dcd42978094e584a849c84a51450eeac40c8826057d566ea6d4b9627a403a05a,dcd42978094e584a849c84a51450eeac40c8826057d566ea6d4b9627a403a05a,IDENTICAL,,
./05_type/source-fonts/Noto_Sans_Bengali/OFL.txt,gru953-brand/brand-kit/05_type/source-fonts/Noto_Sans_Bengali/OFL.txt,754f0e221aa7d5a915489f3bf1f20fe53ddc35ab2834a4d91656d78f9622de70,754f0e221aa7d5a915489f3bf1f20fe53ddc35ab2834a4d91656d78f9622de70,IDENTICAL,,
./05_type/source-fonts/Sora/OFL.txt,gru953-brand/brand-kit/05_type/source-fonts/Sora/OFL.txt,ba0b9729c9428ba79a0459ab8ec575791b51509dbec213e383d0316d37fec299,ba0b9729c9428ba79a0459ab8ec575791b51509dbec213e383d0316d37fec299,IDENTICAL,,
./05_type/source-fonts/Sora/Sora[wght].ttf,gru953-brand/brand-kit/05_type/source-fonts/Sora/Sora[wght].ttf,84ff7096ae3ec6c8be47d906d1a0ba4de7f2ce78c615275c77301964a316e16c,84ff7096ae3ec6c8be47d906d1a0ba4de7f2ce78c615275c77301964a316e16c,IDENTICAL,,
./06_assets/exports.py,gru953-brand/brand-kit/06_assets/exports.py,95d7f1925d8e259843c7d8d020abfdbe4f92c2e068e00e8ed7795a6d1f0c24d1,95d7f1925d8e259843c7d8d020abfdbe4f92c2e068e00e8ed7795a6d1f0c24d1,IDENTICAL,,
./06_assets/favicon/apple-touch-icon.png,gru953-brand/brand-kit/06_assets/favicon/apple-touch-icon.png,9bd2335f0d1faa55f6216d07837d0f4aa3b8877eb2145c8e6db592b1a0c5ef49,9bd2335f0d1faa55f6216d07837d0f4aa3b8877eb2145c8e6db592b1a0c5ef49,IDENTICAL,,
./06_assets/favicon/favicon-128.png,gru953-brand/brand-kit/06_assets/favicon/favicon-128.png,dc97c98ddac2eaeedf5e6bd65f9e657ed63b7ad01538255f53a15cd662f795f3,dc97c98ddac2eaeedf5e6bd65f9e657ed63b7ad01538255f53a15cd662f795f3,IDENTICAL,,
./06_assets/favicon/favicon-16.png,gru953-brand/brand-kit/06_assets/favicon/favicon-16.png,a591ba3a7d280a5073b45c01e8ef139cba03f001fe17420cb507434ca13dfac2,a591ba3a7d280a5073b45c01e8ef139cba03f001fe17420cb507434ca13dfac2,IDENTICAL,,
./06_assets/favicon/favicon-256.png,gru953-brand/brand-kit/06_assets/favicon/favicon-256.png,80d4f80db03c508d868496a39eaeb14960c31b0442cf26cbbf1b415f905295d3,80d4f80db03c508d868496a39eaeb14960c31b0442cf26cbbf1b415f905295d3,IDENTICAL,,
./06_assets/favicon/favicon-32.png,gru953-brand/brand-kit/06_assets/favicon/favicon-32.png,ba96178819f6c397d0060a091bb2fc1d6f9c5c82fb0ba0c32f6fad46fbc5a2cc,ba96178819f6c397d0060a091bb2fc1d6f9c5c82fb0ba0c32f6fad46fbc5a2cc,IDENTICAL,,
./06_assets/favicon/favicon-48.png,gru953-brand/brand-kit/06_assets/favicon/favicon-48.png,c9547be7374c95ff8e7aa84fbe546b8398c284010b5f9f76e0256bacfc56d419,c9547be7374c95ff8e7aa84fbe546b8398c284010b5f9f76e0256bacfc56d419,IDENTICAL,,
./06_assets/favicon/favicon-64.png,gru953-brand/brand-kit/06_assets/favicon/favicon-64.png,5a9b45649db54014f8d2cfc1d64107eff747696be4b192bb48838ead067440b6,5a9b45649db54014f8d2cfc1d64107eff747696be4b192bb48838ead067440b6,IDENTICAL,,
./06_assets/favicon/favicon.ico,gru953-brand/brand-kit/06_assets/favicon/favicon.ico,215a47510bccdec1c9291f38878ba4e73ce8254b54aecadfc1fe63128ec2b2a8,215a47510bccdec1c9291f38878ba4e73ce8254b54aecadfc1fe63128ec2b2a8,IDENTICAL,,
./06_assets/favicon/icon.svg,gru953-brand/brand-kit/06_assets/favicon/icon.svg,af454e37fdd636f4220638aff8dd6a865d0c0eba7cae78bdd4b0861c42509b5a,af454e37fdd636f4220638aff8dd6a865d0c0eba7cae78bdd4b0861c42509b5a,IDENTICAL,,
./06_assets/favicon/mask-icon.svg,gru953-brand/brand-kit/06_assets/favicon/mask-icon.svg,51360c5b271b2a16d69c759ef00a2e213f6cea7cc65e1cbb41391247062211fd,51360c5b271b2a16d69c759ef00a2e213f6cea7cc65e1cbb41391247062211fd,IDENTICAL,,
./06_assets/outreach.mjs,gru953-brand/brand-kit/06_assets/outreach.mjs,4b638a5a930554093fc4a038ee43c6a7607c7eefea2d8d3c7ee64f055c270ad0,dd9643c6eef4b396c9767144308ae67442911f7a39db4c12e612c74c477a8774,DIFFERS,REPO_WINS,Repo reads colour anchors from tokens.json; root hardcodes four hex values that go stale the moment the palette moves.
./06_assets/outreach/MANIFEST.json,gru953-brand/brand-kit/06_assets/outreach/MANIFEST.json,91a3aa3b0e427f438c60ad664f99c6e538b022e80cb91bbf1cdbd28a1f8edaa1,91a3aa3b0e427f438c60ad664f99c6e538b022e80cb91bbf1cdbd28a1f8edaa1,IDENTICAL,,
./06_assets/outreach/avatar-512.png,gru953-brand/brand-kit/06_assets/outreach/avatar-512.png,c656e560f4c2bf18a0a73eedc5c49b6beb65e6108cf1e4d87f427f043387949c,c656e560f4c2bf18a0a73eedc5c49b6beb65e6108cf1e4d87f427f043387949c,IDENTICAL,,
./06_assets/outreach/github-social-preview.png,gru953-brand/brand-kit/06_assets/outreach/github-social-preview.png,6349b2498387b040d8ecfce60e076f792e99810b8fe828a8de7468f811835aef,6349b2498387b040d8ecfce60e076f792e99810b8fe828a8de7468f811835aef,IDENTICAL,,
./06_assets/outreach/linkedin-banner-1584x396.png,gru953-brand/brand-kit/06_assets/outreach/linkedin-banner-1584x396.png,23365a0a30f354d2bc3701e04b7b10960cdfd8f074fb86920ae1324b839254f1,23365a0a30f354d2bc3701e04b7b10960cdfd8f074fb86920ae1324b839254f1,IDENTICAL,,
./06_assets/outreach/og-card-1200x630.png,gru953-brand/brand-kit/06_assets/outreach/og-card-1200x630.png,68a8c1ac9ee46cd5f8a4ca4df1abeec6ad1c517502057a4e927d8bbc2268b2fd,68a8c1ac9ee46cd5f8a4ca4df1abeec6ad1c517502057a4e927d8bbc2268b2fd,IDENTICAL,,
./06_assets/outreach/palette-poster.png,gru953-brand/brand-kit/06_assets/outreach/palette-poster.png,6588dece615d3df45e12eb66fa197c0c2a27cc755abc3d2b769b2e045526149b,6588dece615d3df45e12eb66fa197c0c2a27cc755abc3d2b769b2e045526149b,IDENTICAL,,
./06_assets/outreach/readme-header-dark.png,gru953-brand/brand-kit/06_assets/outreach/readme-header-dark.png,6e51e160d5a8820779f0f69a57ee7b821aa2f48c2c9cceb117ba9347c0f80a46,6e51e160d5a8820779f0f69a57ee7b821aa2f48c2c9cceb117ba9347c0f80a46,IDENTICAL,,
./06_assets/outreach/readme-header-light.png,gru953-brand/brand-kit/06_assets/outreach/readme-header-light.png,7725f927f47ee78b365fa74b009f31cceb2cbd5f7630094aa71fa161a2d345aa,7725f927f47ee78b365fa74b009f31cceb2cbd5f7630094aa71fa161a2d345aa,IDENTICAL,,
./06_assets/outreach/x-header-1500x500.png,gru953-brand/brand-kit/06_assets/outreach/x-header-1500x500.png,7201d16a6ce0ccbc5248bfc69282384586e38cb666b87ae9832856e09e7fe0c5,7201d16a6ce0ccbc5248bfc69282384586e38cb666b87ae9832856e09e7fe0c5,IDENTICAL,,
./06_assets/png/GRU953-appicon-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-appicon-1024.png,4781ac65e2537561d5224d74b8be7a9a061f61290c316dc57eea3d6c21872c17,4781ac65e2537561d5224d74b8be7a9a061f61290c316dc57eea3d6c21872c17,IDENTICAL,,
./06_assets/png/GRU953-appicon-128.png,gru953-brand/brand-kit/06_assets/png/GRU953-appicon-128.png,dc97c98ddac2eaeedf5e6bd65f9e657ed63b7ad01538255f53a15cd662f795f3,dc97c98ddac2eaeedf5e6bd65f9e657ed63b7ad01538255f53a15cd662f795f3,IDENTICAL,,
./06_assets/png/GRU953-appicon-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-appicon-256.png,80d4f80db03c508d868496a39eaeb14960c31b0442cf26cbbf1b415f905295d3,80d4f80db03c508d868496a39eaeb14960c31b0442cf26cbbf1b415f905295d3,IDENTICAL,,
./06_assets/png/GRU953-appicon-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-appicon-512.png,9895322e16b223deebd270f8bd9ceb04efed7458e0b69dc3ee25a16ed2296d4c,9895322e16b223deebd270f8bd9ceb04efed7458e0b69dc3ee25a16ed2296d4c,IDENTICAL,,
./06_assets/png/GRU953-bird-accent-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-accent-1024.png,c24de19e0361a037cc35a27fc5d2cc63e3ae626e4f7630ace23d692ddfdde36d,c24de19e0361a037cc35a27fc5d2cc63e3ae626e4f7630ace23d692ddfdde36d,IDENTICAL,,
./06_assets/png/GRU953-bird-accent-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-accent-256.png,84145a00d4dcccbff5b5ccf0ff87be15cc63e5ed751a5f5ff5194123e32fe70e,84145a00d4dcccbff5b5ccf0ff87be15cc63e5ed751a5f5ff5194123e32fe70e,IDENTICAL,,
./06_assets/png/GRU953-bird-accent-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-accent-512.png,ed9f3413aa37f563270b623bd3558ac0b2e87ee5f4ed7cd68ac5c5494f8b29af,ed9f3413aa37f563270b623bd3558ac0b2e87ee5f4ed7cd68ac5c5494f8b29af,IDENTICAL,,
./06_assets/png/GRU953-bird-daybreak-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-daybreak-1024.png,f3e0b6cf9d231e80a2585687df532bb8de727913566b1904a985a6530ec28d80,f3e0b6cf9d231e80a2585687df532bb8de727913566b1904a985a6530ec28d80,IDENTICAL,,
./06_assets/png/GRU953-bird-daybreak-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-daybreak-256.png,75099ffaa21161c0d271ad10eea1bb914db7f0c88c8b3d9695697bad3f676e6e,75099ffaa21161c0d271ad10eea1bb914db7f0c88c8b3d9695697bad3f676e6e,IDENTICAL,,
./06_assets/png/GRU953-bird-daybreak-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-daybreak-512.png,884d1680c6b3cfe401494c7a0c55b963a17c1ec74470a59f4e84b53fbde42c28,884d1680c6b3cfe401494c7a0c55b963a17c1ec74470a59f4e84b53fbde42c28,IDENTICAL,,
./06_assets/png/GRU953-bird-ink-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-ink-1024.png,e2225ee8dd48fb386806dcc19b5da7ea54039e1e4e9ea33bc05b9c0ad1e351c9,e2225ee8dd48fb386806dcc19b5da7ea54039e1e4e9ea33bc05b9c0ad1e351c9,IDENTICAL,,
./06_assets/png/GRU953-bird-ink-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-ink-256.png,7f5f3cdff9f7e48ef85e3a472c441db092b22908687726197e176d10144a845e,7f5f3cdff9f7e48ef85e3a472c441db092b22908687726197e176d10144a845e,IDENTICAL,,
./06_assets/png/GRU953-bird-ink-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-ink-512.png,1ead6fc518748e16c58f1ba11f98fe5ddac4612a7a21cfaf82242b8c2edd1958,1ead6fc518748e16c58f1ba11f98fe5ddac4612a7a21cfaf82242b8c2edd1958,IDENTICAL,,
./06_assets/png/GRU953-bird-meridian-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-meridian-1024.png,7a4a9f57a8182f8e1fc9016d8b625637ab309a91099c521cd3ae8a42d877a55f,7a4a9f57a8182f8e1fc9016d8b625637ab309a91099c521cd3ae8a42d877a55f,IDENTICAL,,
./06_assets/png/GRU953-bird-meridian-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-meridian-256.png,4c914b94bad2213ad057ed3375409149278dcdc6f335bc1ddcef9d425cf5da24,4c914b94bad2213ad057ed3375409149278dcdc6f335bc1ddcef9d425cf5da24,IDENTICAL,,
./06_assets/png/GRU953-bird-meridian-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-meridian-512.png,5c847ed6b94bca93a9ed74237d16b57194697f145325c5588ec8f4dfb2ca85a2,5c847ed6b94bca93a9ed74237d16b57194697f145325c5588ec8f4dfb2ca85a2,IDENTICAL,,
./06_assets/png/GRU953-bird-paper-1024.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-paper-1024.png,b038a6e723e2ac784d77d47dc6643f397b80a9eb16c5ee9abe8fcbc20dde9fe6,b038a6e723e2ac784d77d47dc6643f397b80a9eb16c5ee9abe8fcbc20dde9fe6,IDENTICAL,,
./06_assets/png/GRU953-bird-paper-256.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-paper-256.png,c0c80806065c7af3232ecf4f8152a1a7837dbdd82b5989f37b69bfad5f63e3bf,c0c80806065c7af3232ecf4f8152a1a7837dbdd82b5989f37b69bfad5f63e3bf,IDENTICAL,,
./06_assets/png/GRU953-bird-paper-512.png,gru953-brand/brand-kit/06_assets/png/GRU953-bird-paper-512.png,547221d338f45b0db16f76bb35b8f7639b55ed95842d0b14f96336886bc9840d,547221d338f45b0db16f76bb35b8f7639b55ed95842d0b14f96336886bc9840d,IDENTICAL,,
